OTU,THxT1x1Bac,THxT1x2Bac,THxT1x3Bac,THxT21x1Bac,THxT21x2Bac,THxT21x3Bac,THxT3x1Bac,THxT3x2Bac,THxT3x3Bac,THxT7x1Bac,THxT7x2Bac,THxT7x3Bac,sum,Domain,Confidence_domain,Phylum,Confidence_phylum,Class,Confidence_class,Order,Confidence_order,Family,Confidence_family,Genus,Confidence_genus
OTU_1859,0,0,0,0,0,0,0,0,0,1,0,0,24,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Sulfitobacter,0.58
OTU_1860,1,0,0,0,0,0,0,1,0,1,0,0,24,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.5,Pseudoalteromonadaceae,0.24,Algicola,0.24
OTU_1861,0,11,0,0,0,0,0,1,0,0,0,0,24,Bacteria,1,Proteobacteria,0.95,Gammaproteobacteria,0.94,Oceanospirillales,0.56,Oceanospirillaceae,0.52,Oceanobacter,0.13
OTU_1862,0,14,0,0,0,0,0,0,0,0,0,0,24,Bacteria,1,Verrucomicrobia,1,Verrucomicrobiae,1,Verrucomicrobiales,1,Verrucomicrobiaceae,1,Haloferula,0.99
OTU_1863,0,11,0,0,0,0,0,0,0,0,0,0,24,Bacteria,1,Proteobacteria,0.89,Deltaproteobacteria,0.79,Desulfuromonadales,0.52,Geobacteraceae,0.51,Geopsychrobacter,0.48
OTU_1864,0,15,0,0,0,0,0,0,0,0,0,0,24,Bacteria,1,Fusobacteria,1,Fusobacteriia,1,Fusobacteriales,1,Fusobacteriaceae,1,Cetobacterium,0.8
OTU_1865,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Clostridiales_Incertae Sedis XI,1,Finegoldia,1
OTU_1866,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Methylococcales,0.98,Methylococcaceae,0.98,Methylobacter,0.78
OTU_1867,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Planctomycetes,0.99,Planctomycetia,0.99,Planctomycetales,0.99,Planctomycetaceae,0.99,Gimesia,0.98
OTU_1868,0,7,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,0.52,Deltaproteobacteria,0.38,Desulfovibrionales,0.28,Desulfovibrionaceae,0.25,Lawsonia,0.13
OTU_1869,0,9,0,0,0,1,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.74,Thioalkalispiraceae,0.21,Thioprofundum,0.2
OTU_1870,0,0,0,2,0,0,0,0,0,0,0,0,23,Bacteria,1,Firmicutes,1,Bacilli,1,Bacillales,1,Bacillaceae 1,0.99,Geobacillus,0.96
OTU_1871,0,6,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Planctomycetes,0.25,Planctomycetia,0.25,Planctomycetales,0.14,Planctomycetaceae,0.14,Schlesneria,0.05
OTU_1872,0,0,0,0,1,0,0,0,0,0,0,0,23,Bacteria,1,Armatimonadetes,0.91,Armatimonadetes_gp5,0.83,Armatimonadetes_gp5,0.83,Armatimonadetes_gp5,0.83,Armatimonadetes_gp5,0.83
OTU_1873,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,0.69,Sphingobacteriales,0.69,Saprospiraceae,0.51,Haliscomenobacter,0.3
OTU_1874,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,0.97,Cytophagia,0.79,Cytophagales,0.79,Flammeovirgaceae,0.42,Imperialibacter,0.23
OTU_1875,0,0,0,0,0,0,0,0,0,1,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.6,Flavobacteriales,0.6,Cryomorphaceae,0.44,Lishizhenia,0.34
OTU_1876,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,0.99,Firmicutes,0.22,Clostridia,0.22,Clostridiales,0.22,Ruminococcaceae,0.17,Anaerotruncus,0.13
OTU_1877,0,1,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.31,Pseudomonadales_incertae_sedis,0.31,Dasania,0.31
OTU_1878,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,0.98,Zetaproteobacteria,0.95,Mariprofundales,0.95,Mariprofundaceae,0.95,Mariprofundus,0.95
OTU_1879,0,0,0,0,1,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Winogradskyella,0.3
OTU_1880,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Lutibacter,0.86
OTU_1881,0,7,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,0.73,Deltaproteobacteria,0.56,Syntrophobacterales,0.3,Syntrophaceae,0.25,Desulfomonile,0.25
OTU_1882,0,0,0,0,0,1,0,0,0,0,3,2,23,Bacteria,1,Proteobacteria,0.88,Deltaproteobacteria,0.71,Desulfobacterales,0.16,Desulfobacteraceae,0.15,Desulfatitalea,0.07
OTU_1883,0,1,0,0,0,0,0,0,3,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.76,Oceanospirillaceae,0.76,Oleispira,0.76
OTU_1885,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Pseudomonadales,0.8,Pseudomonadaceae,0.8,Azomonas,0.15
OTU_1887,0,6,1,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfobacterales,0.99,Desulfobacteraceae,0.99,Desulfatitalea,0.53
OTU_1888,2,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.95,Shewanellaceae,0.31,Shewanella,0.31
OTU_1889,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.52,Pseudomonadaceae,0.52,Serpens,0.46
OTU_1890,2,0,0,0,0,0,2,2,4,0,0,3,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Thiotrichales,0.31,Piscirickettsiaceae,0.27,Cycloclasticus,0.18
OTU_1891,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,0.72,Rhodobacteraceae,0.72,Pseudophaeobacter,0.59
OTU_1892,0,0,0,0,0,0,0,0,0,1,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,0.99
OTU_1893,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Vibrionales,0.35,Vibrionaceae,0.35,Allomonas,0.03
OTU_1894,1,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Alcaligenaceae,1,Bordetella,0.76
OTU_1895,0,1,1,0,0,0,0,1,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Bacteroidaceae,1,Bacteroides,1
OTU_1896,0,14,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.26,Sedimenticola,0.23,Sedimenticola,0.23
OTU_1897,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Cyanobacteria/Chloroplast,1,Chloroplast,1,Chloroplast,1,Chloroplast,1,Cryptomonadaceae,1
OTU_1898,1,11,0,0,1,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.91,Psychromonadaceae,0.88,Psychromonas,0.88
OTU_1899,0,4,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.63,Flavobacteriales,0.63,Schleiferiaceae,0.2,Schleiferia,0.2
OTU_1900,1,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Chloroflexi,0.51,Ktedonobacteria,0.47,Ktedonobacterales,0.47,Ktedonobacteraceae,0.43,Ktedonobacter,0.43
OTU_1901,0,0,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,1,Alteromonadaceae,1,Aestuariibacter,0.72
OTU_1902,0,13,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Actinobacteria,0.82,Actinobacteria,0.82,Acidimicrobiales,0.7,Acidimicrobiaceae,0.62,Ilumatobacter,0.6
OTU_1903,4,2,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Roseovarius,0.66
OTU_1904,0,0,0,0,0,0,0,0,0,1,0,0,23,Bacteria,1,Bacteroidetes,0.99,Sphingobacteriia,0.8,Sphingobacteriales,0.8,Chitinophagaceae,0.8,Terrimonas,0.15
OTU_1905,0,1,0,0,0,0,0,0,0,3,0,0,23,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.53,Alteromonadaceae,0.53,Marinobacter,0.53
OTU_1906,0,12,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.79,Flavobacteriales,0.79,Flavobacteriaceae,0.7,Psychroflexus,0.23
OTU_1907,0,11,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,1
OTU_1908,0,13,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Myxococcales,1,Polyangiaceae,1,Chondromyces,0.76
OTU_1909,1,10,0,0,0,0,0,0,0,0,0,0,23,Bacteria,1,Bacteroidetes,1,Cytophagia,0.47,Cytophagales,0.47,Cytophagaceae,0.31,Microscilla,0.29
OTU_1910,0,0,0,4,7,1,0,0,0,0,0,0,23,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.98,Rhodobacterales,0.5,Rhodobacteraceae,0.5,Frigidibacter,0.23
OTU_1911,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.4,Bacteroidales,0.4,Marinilabiliaceae,0.4,Geofilum,0.21
OTU_1912,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Nitrospinae,0.67,Nitrospinia,0.67,Nitrospinales,0.67,Nitrospinaceae,0.67,Nitrospina,0.67
OTU_1913,0,0,0,0,0,0,0,1,0,0,0,0,22,Bacteria,1,Bacteroidetes,0.96,Sphingobacteriia,0.82,Sphingobacteriales,0.82,Saprospiraceae,0.79,Phaeodactylibacter,0.33
OTU_1914,0,9,0,0,0,0,0,0,0,0,0,1,22,Bacteria,1,Latescibacteria,0.3,Latescibacteria_genera_incertae_sedis,0.3,Latescibacteria_genera_incertae_sedis,0.3,Latescibacteria_genera_incertae_sedis,0.3,Latescibacteria_genera_incertae_sedis,0.3
OTU_1915,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,0.69,Sphingobacteriales,0.69,Saprospiraceae,0.68,Portibacter,0.27
OTU_1916,0,0,1,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Aeromonadaceae,1,Oceanisphaera,1
OTU_1917,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cytophagaceae,0.42,Ekhidna,0.4
OTU_1918,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Tenericutes,1,Mollicutes,1,Acholeplasmatales,1,Acholeplasmataceae,1,Acholeplasma,1
OTU_1919,0,0,0,0,1,0,0,0,0,0,0,1,22,Bacteria,1,Verrucomicrobia,0.97,Opitutae,0.97,Puniceicoccales,0.74,Puniceicoccaceae,0.74,Coraliomargarita,0.51
OTU_1920,0,0,0,0,1,0,0,0,0,1,0,0,22,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Sphingomonadales,0.98,Erythrobacteraceae,0.72,Altererythrobacter,0.52
OTU_1921,2,0,0,0,0,0,0,0,0,1,0,0,22,Bacteria,1,Proteobacteria,0.76,Deltaproteobacteria,0.71,Desulfuromonadales,0.29,Geobacteraceae,0.24,Geopsychrobacter,0.23
OTU_1922,0,11,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Verrucomicrobia,0.11,Subdivision3,0.08,Limisphaera,0.08,Limisphaera,0.08,Limisphaera,0.08
OTU_1923,0,0,0,0,1,0,0,0,0,0,0,0,22,Bacteria,1,Proteobacteria,0.82,Deltaproteobacteria,0.77,Desulfovibrionales,0.44,Desulfohalobiaceae,0.43,Desulfohalobium,0.25
OTU_1924,0,0,0,0,0,1,0,0,0,0,0,0,22,Bacteria,1,Verrucomicrobia,1,Verrucomicrobiae,1,Verrucomicrobiales,1,Verrucomicrobiaceae,1,Luteolibacter,0.94
OTU_1925,1,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Comamonadaceae,1,Comamonas,0.63
OTU_1926,0,17,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Myxococcales,1,Haliangiaceae,0.5,Haliangium,0.5
OTU_1927,0,8,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Acidobacteria,1,Acidobacteria_Gp23,1,Gp23,1,Gp23,1,Gp23,1
OTU_1928,0,22,0,0,0,0,0,0,0,0,0,0,22,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Myxococcales,1,Nannocystaceae,1,Nannocystis,0.77
OTU_1929,0,0,0,1,0,4,0,0,0,0,0,0,22,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,0.99,Hyphomonadaceae,0.99,Hyphomonas,0.77
OTU_1930,0,0,0,0,0,0,0,0,0,0,21,0,22,Bacteria,1,Cyanobacteria/Chloroplast,0.91,Chloroplast,0.88,Chloroplast,0.88,Chloroplast,0.88,Bangiophyceae,0.41
OTU_1931,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cytophagaceae,0.77,Rhodocytophaga,0.16
OTU_1932,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Xanthomonadales,1,Xanthomonadaceae,1,Xanthomonas,0.51
OTU_1933,0,0,1,0,0,1,0,0,0,0,1,0,21,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,0.85,Sphingobacteriales,0.85,Saprospiraceae,0.84,Portibacter,0.73
OTU_1934,0,6,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,0.44,Deltaproteobacteria,0.36,Deltaproteobacteria_incertae_sedis,0.19,Dissulfuribacter,0.14,Dissulfuribacter,0.14
OTU_1935,0,12,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Chromatiales,0.81,Thioalkalispiraceae,0.25,Thioprofundum,0.25
OTU_1936,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cytophagaceae,1,Ekhidna,1
OTU_1937,0,8,0,0,0,0,0,0,0,0,1,1,21,Bacteria,1,Bacteroidetes,0.95,Sphingobacteriia,0.51,Sphingobacteriales,0.51,Saprospiraceae,0.21,Haliscomenobacter,0.13
OTU_1938,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.99,Rhodospirillales,0.57,Rhodospirillaceae,0.57,Aestuariispira,0.55
OTU_1939,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,0.99,Rhodobacteraceae,0.99,Confluentimicrobium,0.97
OTU_1940,0,0,0,2,0,1,0,0,0,2,0,0,21,Bacteria,1,Bacteroidetes,1,Cytophagia,0.55,Cytophagales,0.55,Flammeovirgaceae,0.54,Imperialibacter,0.32
OTU_1941,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.42,Gilvimarinus,0.3,Gilvimarinus,0.3
OTU_1942,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Oceanospirillales,0.33,Oceanospirillaceae,0.32,Oceaniserpentilla,0.12
OTU_1943,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,1
OTU_1944,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,0.97,Gammaproteobacteria,0.91,Chromatiales,0.43,Ectothiorhodospiraceae,0.3,Acidiferrobacter,0.22
OTU_1945,0,0,0,3,3,4,0,0,0,0,1,0,21,Bacteria,1,Proteobacteria,0.98,Alphaproteobacteria,0.69,Rhodospirillales,0.55,Acetobacteraceae,0.38,Swingsia,0.12
OTU_1946,0,0,0,0,1,2,0,0,2,0,3,0,21,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Croceitalea,0.2
OTU_1947,0,0,0,0,0,0,0,0,0,2,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.79,Alteromonadales,0.51,Alteromonadaceae,0.15,Catenovulum,0.11
OTU_1948,0,12,0,0,0,0,1,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Methylophilales,0.85,Methylophilaceae,0.85,Methylotenera,0.81
OTU_1949,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.99,Moraxellaceae,0.99,Acinetobacter,0.96
OTU_1950,0,0,4,0,0,0,0,0,2,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,1,Moraxellaceae,1,Acinetobacter,0.98
OTU_1951,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Verrucomicrobia,1,Verrucomicrobiae,0.99,Verrucomicrobiales,0.99,Verrucomicrobiaceae,0.98,Verrucomicrobium,0.68
OTU_1952,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Planctomycetes,1,Planctomycetia,1,Planctomycetales,1,Planctomycetaceae,1,Blastopirellula,1
OTU_1953,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Thiotrichales,0.65,Piscirickettsiaceae,0.65,Cycloclasticus,0.64
OTU_1955,0,12,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Firmicutes,0.47,Clostridia,0.44,Clostridiales,0.27,Eubacteriaceae,0.14,Anaerofustis,0.12
OTU_1956,0,11,0,0,0,0,0,0,0,0,0,1,21,Bacteria,1,Verrucomicrobia,0.84,Verrucomicrobiae,0.83,Verrucomicrobiales,0.83,Verrucomicrobiaceae,0.82,Verrucomicrobium,0.19
OTU_1957,0,3,0,0,0,1,1,0,0,0,0,0,21,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prolixibacteraceae,1,Mariniphaga,0.88
OTU_1958,0,9,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.69,Flavobacteriales,0.69,Flavobacteriaceae,0.65,Wenyingzhuangia,0.42
OTU_1959,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,0.98,Hyphomonadaceae,0.98,Litorimonas,0.36
OTU_1960,0,11,0,0,0,0,0,0,0,3,0,1,21,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.94,Flavobacteriales,0.94,Cryomorphaceae,0.61,Owenweeksia,0.46
OTU_1961,1,5,0,0,0,0,0,0,0,0,0,1,21,Bacteria,1,Verrucomicrobia,0.27,Subdivision3,0.24,Limisphaera,0.24,Limisphaera,0.24,Limisphaera,0.24
OTU_1962,1,11,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Proteobacteria,0.56,Deltaproteobacteria,0.42,Desulfuromonadales,0.14,Geobacteraceae,0.13,Geothermobacter,0.09
OTU_1963,0,7,0,0,0,0,0,0,0,0,0,0,21,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,1,Sphingobacteriales,1,Chitinophagaceae,1,Balneola,1
OTU_1964,2,1,2,0,0,0,4,0,2,0,0,0,21,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Gammaproteobacteria_incertae_sedis,0.24,Eionea,0.23,Eionea,0.23
OTU_1965,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Nitrosomonadales,0.66,Nitrosomonadaceae,0.66,Nitrosospira,0.34
OTU_1966,0,4,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,0.96,Alphaproteobacteria,0.89,Rhodospirillales,0.31,Rhodospirillaceae,0.27,Telmatospirillum,0.14
OTU_1967,0,0,3,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.18,Pleionea,0.13,Pleionea,0.13
OTU_1968,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.97,Gallionellales,0.53,Gallionellaceae,0.53,Gallionella,0.51
OTU_1969,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,0.88,Deltaproteobacteria,0.84,Myxococcales,0.62,Polyangiaceae,0.18,Jahnella,0.15
OTU_1970,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Gammaproteobacteria_incertae_sedis,0.55,Litorivivens,0.43,Litorivivens,0.43
OTU_1971,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.99,Rhodospirillales,0.73,Rhodospirillaceae,0.73,Magnetospira,0.66
OTU_1972,0,0,0,0,1,0,0,0,0,0,0,2,20,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Psychroserpens,0.48
OTU_1973,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Actinomycetales,1,Mycobacteriaceae,0.95,Mycobacterium,0.95
OTU_1974,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Verrucomicrobia,1,Subdivision3,1,Subdivision3_genera_incertae_sedis,0.96,Subdivision3_genera_incertae_sedis,0.96,Subdivision3_genera_incertae_sedis,0.96
OTU_1975,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Verrucomicrobia,0.97,Subdivision3,0.9,Subdivision3_genera_incertae_sedis,0.7,Subdivision3_genera_incertae_sedis,0.7,Subdivision3_genera_incertae_sedis,0.7
OTU_1976,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Bacteroidetes,0.99,Bacteroidia,0.39,Bacteroidales,0.39,Porphyromonadaceae,0.38,Tannerella,0.28
OTU_1977,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.96,Bacteroidales,0.96,Marinilabiliaceae,0.94,Saccharicrinis,0.93
OTU_1978,0,0,0,0,0,1,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Caulobacterales,0.9,Hyphomonadaceae,0.9,Hyphomonas,0.82
OTU_1979,0,0,0,0,0,0,0,0,0,0,0,1,20,Bacteria,1,Proteobacteria,1,Epsilonproteobacteria,1,Campylobacterales,1,Helicobacteraceae,1,Sulfurimonas,0.99
OTU_1980,2,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Flammeovirgaceae,0.47,Imperialibacter,0.2
OTU_1981,3,0,2,0,0,0,0,0,0,0,0,1,20,Bacteria,0.99,Proteobacteria,0.49,Deltaproteobacteria,0.36,Desulfuromonadales,0.14,Geobacteraceae,0.14,Geothermobacter,0.11
OTU_1982,0,6,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Gammaproteobacteria_incertae_sedis,0.85,Halioglobus,0.59,Halioglobus,0.59
OTU_1983,0,3,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Aeromonadaceae,1,Oceanisphaera,1
OTU_1984,0,0,0,0,0,2,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.99,Chromatiales,0.61,Ectothiorhodospiraceae,0.5,Alkalispirillum,0.26
OTU_1985,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,0.86,Alphaproteobacteria,0.6,Rhizobiales,0.33,Rhodobiaceae,0.3,Dichotomicrobium,0.22
OTU_1987,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Pseudomonadales,0.99,Pseudomonadaceae,0.99,Serpens,0.29
OTU_1988,0,8,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Cyanobacteria/Chloroplast,1,Cyanobacteria,1,Family II,1,Family II,1,GpIIa,1
OTU_1989,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.71,Thiotrichales,0.63,Piscirickettsiaceae,0.62,Cycloclasticus,0.62
OTU_1990,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfobacterales,1,Desulfobacteraceae,1,Desulfobacterium,0.95
OTU_1991,1,1,0,0,0,0,1,0,3,0,0,0,20,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Halocynthiibacter,0.19
OTU_1992,0,0,0,0,0,0,0,0,3,0,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.7,Oceanospirillaceae,0.7,Spongiispira,0.36
OTU_1993,0,3,0,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Actinomycetales,1,Acidothermaceae,0.39,Acidothermus,0.39
OTU_1994,0,4,2,0,0,0,0,0,0,2,0,0,20,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.95,Hahellaceae,0.9,Hahella,0.9
OTU_1995,0,0,2,0,0,0,0,0,0,0,0,0,20,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,0.98,Aurantimonadaceae,0.98,Fulvimarina,0.96
